product_id,duplicate_count,title,brand,product_type_1,first_array_index
"hm-kaggle-0628642005",2,"Blake Slim fit trs","H&M","Bottoms",59
"hm-kaggle-0628642006",2,"Blake Slim fit trs","H&M","Bottoms",60
"hm-kaggle-0628642009",2,"Blake Slim fit trs","H&M","Bottoms",61
"hm-kaggle-0628750001",2,"John Application Cap","H&M","Accessories",62
"hm-kaggle-0628750002",2,"John Application Cap","H&M","Accessories",63
"hm-kaggle-0628750003",2,"John Application Cap","H&M","Accessories",64
"hm-kaggle-0628755002",2,"Flirty Boho hair jewellery","H&M","Accessories",65
"hm-kaggle-0628761001",2,"50's pocket tee","H&M","Tops",66
"hm-kaggle-0628761002",2,"50's pocket tee","H&M","Tops",67
"hm-kaggle-0628762001",2,"Flirty triangle hair jewel","H&M","Accessories",68
"hm-kaggle-0630116010",2,"SUPREME TIGHTS","H&M","Bottoms",69
"hm-kaggle-0628766001",2,"Aida Cargo shorts","H&M","Bottoms",70
"hm-kaggle-0628779001",2,"CE Bellis dress","H&M","Dresses",71
"hm-kaggle-0628838007",2,"Skinny 5pkt (1)","H&M","Bottoms",72
"hm-kaggle-0628838008",2,"Skinny 5pkt (1)","H&M","Bottoms",73
"hm-kaggle-0628883001",2,"CS Cinnamon Dress","H&M","Dresses",74
"hm-kaggle-0628935001",2,"Skinny 5pkt Thermolite","H&M","Bottoms",75
"hm-kaggle-0628935002",2,"Skinny 5pkt Thermolite","H&M","Bottoms",76
"hm-kaggle-0628974001",2,"Ashley","H&M","Tops",77
"hm-kaggle-0628974002",2,"Ashley","H&M","Tops",78
"hm-kaggle-0628974003",2,"Ashley","H&M","Tops",79
"hm-kaggle-0628974004",2,"Ashley","H&M","Tops",80
"hm-kaggle-0628974005",2,"Ashley","H&M","Tops",81
"hm-kaggle-0628978001",2,"Tammy","H&M","Tops",82
"hm-kaggle-0628978002",2,"Tammy","H&M","Tops",83
"hm-kaggle-0628978003",2,"Tammy","H&M","Tops",84
"hm-kaggle-0628978004",2,"Tammy","H&M","Tops",85
"hm-kaggle-0628979001",2,"Neo jumper","H&M","Tops",86
"hm-kaggle-0628979002",2,"Neo jumper","H&M","Tops",87
"hm-kaggle-0628979003",2,"Neo jumper","H&M","Tops",88
"hm-kaggle-0628979004",2,"Neo jumper","H&M","Tops",89
"hm-kaggle-0628979005",2,"Neo jumper","H&M","Tops",90
"hm-kaggle-0628979006",2,"Neo jumper","H&M","Tops",91
"hm-kaggle-0628979007",2,"Neo jumper","H&M","Tops",92
"hm-kaggle-0628979008",2,"Neo jumper","H&M","Tops",93
"hm-kaggle-0628996001",2,"SC MEI bikini btm","H&M","Swimwear",94
"hm-kaggle-0629024001",2,"MC Dora dress","H&M","Dresses",95
"hm-kaggle-0629024002",2,"Penelope dress","H&M","Dresses",96
"hm-kaggle-0629027001",2,"MC Cream top","H&M","Tops",97
"hm-kaggle-0629040001",2,"Lake polo neck","H&M","Tops",98
"hm-kaggle-0629042001",2,"Brett jumper","H&M","Tops",99
"hm-kaggle-0629042002",2,"Brett jumper","H&M","Tops",100
"hm-kaggle-0629042005",2,"Brett jumper","H&M","Tops",101
"hm-kaggle-0629060003",2,"Twinkle mohair jumper","H&M","Tops",102
"hm-kaggle-0629061001",2,"Rachel jumper","H&M","Tops",103
"hm-kaggle-0629061002",2,"Rachel jumper","H&M","Tops",104
"hm-kaggle-0629061003",2,"Rachel jumper","H&M","Tops",105
"hm-kaggle-0629095001",2,"Stella jumper","H&M","Tops",106
"hm-kaggle-0629095002",2,"Stella jumper","H&M","Tops",107
"hm-kaggle-0629881005",2,"OL CARMELO PQ Wedge (1)","H&M","Shoes",108
"hm-kaggle-0629100002",2,"Milan sweater","H&M","Tops",109
"hm-kaggle-0629101001",2,"Steve jogger","H&M","Bottoms",110
"hm-kaggle-0629101002",2,"Steve jogger","H&M","Bottoms",111
"hm-kaggle-0629101003",2,"Steve jogger","H&M","Bottoms",112
"hm-kaggle-0629107001",2,"DT Goat dress","H&M","Dresses",113
"hm-kaggle-0629126001",2,"Penny polo neck","H&M","Tops",114
"hm-kaggle-0629207002",2,"Joanna","H&M","Tops",115
"hm-kaggle-0629266001",2,"MC Indi linen blazer","H&M","Outerwear",116
"hm-kaggle-0629293001",2,"Lou Shorts","H&M","Bottoms",117
"hm-kaggle-0629293002",2,"Lou Shorts","H&M","Bottoms",118
"hm-kaggle-0629300001",2,"Snap shorts","H&M","Bottoms",119
"hm-kaggle-0629300002",2,"Snap shorts","H&M","Bottoms",120
"hm-kaggle-0629305003",2,"Dali kickflare","H&M","Bottoms",121
"hm-kaggle-0629379001",2,"PQ Tassel laptop case","H&M","Accessories",122
"hm-kaggle-0629379002",2,"PQ Tassel laptop case","H&M","Accessories",123
"hm-kaggle-0629381003",2,"Luna (1)","H&M","Dresses",124
"hm-kaggle-0629381005",2,"Luna (1)","H&M","Dresses",125
"hm-kaggle-0629381012",2,"Luna (1)","H&M","Dresses",126
"hm-kaggle-0629390001",2,"Mandy shorts","H&M","Bottoms",127
"hm-kaggle-0629416001",2,"Anthony","H&M","Bottoms",128
"hm-kaggle-0629416002",2,"Anthony","H&M","Bottoms",129
"hm-kaggle-0629420001",2,"claudine","H&M","Tops",130
"hm-kaggle-0629420002",2,"claudine","H&M","Tops",131
"hm-kaggle-0629420006",2,"Claudine (1)","H&M","Tops",132
"hm-kaggle-0630116011",2,"SUPREME TIGHTS","H&M","Bottoms",133
"hm-kaggle-0629420007",2,"claudine","H&M","Tops",134
"hm-kaggle-0629420011",2,"claudine","H&M","Tops",135
"hm-kaggle-0629420013",2,"Claudine (1)","H&M","Tops",136
"hm-kaggle-0629420019",2,"Claudine (1)","H&M","Tops",137
"hm-kaggle-0629420020",2,"Claudine (1)","H&M","Tops",138
"hm-kaggle-0629420021",2,"Claudine (1)","H&M","Tops",139
"hm-kaggle-0629483001",2,"Kanin Foulard","H&M","Accessories",140
"hm-kaggle-0629483002",2,"Kanin Foulard","H&M","Accessories",141
"hm-kaggle-0629483003",2,"Kanin Foulard","H&M","Accessories",142
"hm-kaggle-0629551001",2,"Pelican","H&M","Tops",143
"hm-kaggle-0629551003",2,"Pelican","H&M","Tops",144
"hm-kaggle-0629551004",2,"Pelican","H&M","Tops",145
"hm-kaggle-0629596001",2,"Joseph Check","H&M","Bottoms",146
"hm-kaggle-0629596002",2,"Joseph Check","H&M","Bottoms",147
"hm-kaggle-0629602001",2,"x-ray","H&M","Tops",148
"hm-kaggle-0629695002",2,"VELOUR Ralph Hood","H&M","Tops",149
"hm-kaggle-0629834001",2,"Angus skinny fit denim","H&M","Bottoms",150
"hm-kaggle-0629881001",2,"OL CARMELO PQ Wedge","H&M","Shoes",151
"hm-kaggle-0629881002",2,"OL CARMELO PQ Wedge","H&M","Shoes",152
"hm-kaggle-0629881004",2,"OL CARMELO PQ Wedge (1)","H&M","Shoes",153
"hm-kaggle-0629881006",2,"OL CARMELO PQ Wedge (1)","H&M","Shoes",154
"hm-kaggle-0629897001",2,"OL BUTLER Wedge","H&M","Shoes",155
"hm-kaggle-0629897002",2,"OL BUTLER Wedge","H&M","Shoes",156
"hm-kaggle-0629908001",2,"OL JOHANNA mini wedge","H&M","Shoes",157
"hm-kaggle-0629909001",2,"OL CARA Mini-Wedge","H&M","Shoes",158
"hm-kaggle-0629912001",2,"OL SOFIA Sandalette","H&M","Shoes",159
"hm-kaggle-0629912002",2,"OL SOFIA Sandalette","H&M","Shoes",160
"hm-kaggle-0629925001",2,"Got me good playsuit","H&M","Jumpsuits/Coveralls",161
"hm-kaggle-0629925002",2,"Got me good playsuit","H&M","Jumpsuits/Coveralls",162
"hm-kaggle-0629971001",2,"Romana","H&M","Bottoms",163
"hm-kaggle-0629975001",2,"Skater shorts","H&M","Bottoms",164
"hm-kaggle-0630010001",2,"LOGG Kivik linen shirt","H&M","Tops",165
"hm-kaggle-0630010002",2,"LOGG Kivik linen shirt","H&M","Tops",166
"hm-kaggle-0630022001",2,"Elena Visor","H&M","Accessories",167
"hm-kaggle-0630022002",2,"Elena Visor","H&M","Accessories",168
"hm-kaggle-0630030007",2,"Anna t-shirt","H&M","Tops",169
"hm-kaggle-0630067001",2,"Tyga Culotte","H&M","Bottoms",170
"hm-kaggle-0630081001",2,"Patterson shorts","H&M","Bottoms",171
"hm-kaggle-0630081002",2,"Patterson shorts","H&M","Bottoms",172
"hm-kaggle-0630081004",2,"Patterson shorts","H&M","Bottoms",173
"hm-kaggle-0630084001",2,"Steven pull on","H&M","Bottoms",174
"hm-kaggle-0630084002",2,"Steven pull on","H&M","Bottoms",175
"hm-kaggle-0630084003",2,"Steven pull on","H&M","Bottoms",176
"hm-kaggle-0630084007",2,"Steven pull on","H&M","Bottoms",177
"hm-kaggle-0630084008",2,"Steven pull on","H&M","Bottoms",178
"hm-kaggle-0630116001",2,"SUPREME TIGHTS","H&M","Bottoms",179
"hm-kaggle-0630116002",2,"SUPREME TIGHTS","H&M","Bottoms",180
"hm-kaggle-0630116003",2,"SUPREME TIGHTS","H&M","Bottoms",181
"hm-kaggle-0630116004",2,"SUPREME TIGHTS","H&M","Bottoms",182
"hm-kaggle-0630116005",2,"SUPREME TIGHTS","H&M","Bottoms",183
"hm-kaggle-0630116006",2,"SUPREME TIGHTS","H&M","Bottoms",184
"hm-kaggle-0630116007",2,"SUPREME TIGHTS","H&M","Bottoms",185
"hm-kaggle-0630116014",2,"SUPREME TIGHTS","H&M","Bottoms",186
"hm-kaggle-0630116017",2,"SUPREME TIGHTS","H&M","Bottoms",187
"hm-kaggle-0630116018",2,"SUPREME TIGHTS","H&M","Bottoms",188
"hm-kaggle-0630116019",2,"SUPREME TIGHTS","H&M","Bottoms",189
"hm-kaggle-0630116022",2,"SUPREME TIGHTS","H&M","Bottoms",190
"hm-kaggle-0630116023",2,"SUPREME TIGHTS","H&M","Bottoms",191
"hm-kaggle-0630141001",2,"HAVANA TIGHTS","H&M","Bottoms",192
"hm-kaggle-0630141002",2,"HAVANA TIGHTS","H&M","Bottoms",193
"hm-kaggle-0630141003",2,"HAVANA TIGHTS","H&M","Bottoms",194
"hm-kaggle-0630141006",2,"HAVANA TIGHTS","H&M","Bottoms",195
"hm-kaggle-0630141007",2,"HAVANA TIGHTS","H&M","Bottoms",196
"hm-kaggle-0630141009",2,"HAVANA TIGHTS","H&M","Bottoms",197
"hm-kaggle-0630141011",2,"HAVANA TIGHTS","H&M","Bottoms",198
"hm-kaggle-0630141012",2,"HAVANA TIGHTS","H&M","Bottoms",199
"hm-kaggle-0630144001",2,"SUPREME CROPPED","H&M","Bottoms",200
"hm-kaggle-0630144002",2,"SUPREME CROPPED","H&M","Bottoms",201
"hm-kaggle-0630145001",2,"FLORIDA TIGHTS","H&M","Bottoms",202
"hm-kaggle-0630145002",2,"FLORIDA TIGHTS","H&M","Bottoms",203
"hm-kaggle-0630145006",2,"FLORIDA TIGHTS","H&M","Bottoms",204
"hm-kaggle-0630299001",2,"Geraldine","H&M","Accessories",205
"hm-kaggle-0630299002",2,"Geraldine","H&M","Accessories",206
"hm-kaggle-0630304001",2,"Don Derby Shoe (1)","H&M","Shoes",207
"hm-kaggle-0630304002",2,"Don Derby Shoe (1)","H&M","Shoes",208
"hm-kaggle-0630304005",2,"Don Derby Shoe (1)","H&M","Shoes",209
"hm-kaggle-0630313001",2,"Jetplane","H&M","Tops",210
"hm-kaggle-0630313003",2,"Jetplane","H&M","Tops",211
"hm-kaggle-0630313004",2,"Jetplane","H&M","Tops",212
"hm-kaggle-0630313005",2,"Jetplane (1)","H&M","Tops",213
"hm-kaggle-0630313006",2,"Jetplane (1)","H&M","Tops",214
"hm-kaggle-0630313007",2,"Jetplane (1)","H&M","Tops",215
"hm-kaggle-0630313008",2,"Jetplane (1)","H&M","Tops",216
"hm-kaggle-0630316001",2,"Shay blouse","H&M","Tops",217
"hm-kaggle-0630316004",2,"Shay blouse","H&M","Tops",218
"hm-kaggle-0630316005",2,"Shay blouse","H&M","Tops",219
"hm-kaggle-0630316007",2,"Shay blouse","H&M","Tops",220
"hm-kaggle-0630316008",2,"Shay blouse","H&M","Tops",221
"hm-kaggle-0630316009",2,"Shay blouse","H&M","Tops",222
"hm-kaggle-0630316011",2,"Shay blouse","H&M","Tops",223
"hm-kaggle-0630316012",2,"Shay blouse","H&M","Tops",224
"hm-kaggle-0630316015",2,"Shay blouse","H&M","Tops",225
"hm-kaggle-0630318001",2,"Annie jumpsuit","H&M","Dresses",226
"hm-kaggle-0630318002",2,"Annie jumpsuit","H&M","Dresses",227
"hm-kaggle-0630319002",2,"Jet tank","H&M","Tops",228
"hm-kaggle-0630319003",2,"Jet tank","H&M","Tops",229
"hm-kaggle-0630319006",2,"Jet tank","H&M","Tops",230
"hm-kaggle-0630323004",2,"Regular Printed tee 9.99 B2","H&M","Tops",231
"hm-kaggle-0630323005",2,"Regular Printed tee 9.99 B2","H&M","Tops",232
"hm-kaggle-0630323007",2,"Regular Printed tee 9.99 B2","H&M","Tops",233
"hm-kaggle-0630323008",2,"Regular Printed tee 9.99 B2","H&M","Tops",234
"hm-kaggle-0630323010",2,"Regular Printed tee 9.99 B2","H&M","Tops",235
"hm-kaggle-0630323012",2,"Regular Printed tee 9.99 B2","H&M","Tops",236
"hm-kaggle-0630323016",2,"Regular Printed tee 9.99 B2","H&M","Tops",237
"hm-kaggle-0630323024",2,"Regular Printed tee 9.99 B2","H&M","Tops",238
"hm-kaggle-0630323027",2,"Regular Printed tee 9.99 B2","H&M","Tops",239
"hm-kaggle-0630323028",2,"Regular Printed tee 9.99 B2","H&M","Tops",240
"hm-kaggle-0630323032",2,"Regular Printed tee 9.99 B2","H&M","Tops",241
"hm-kaggle-0630323033",2,"Regular Printed tee 9.99 B2","H&M","Tops",242
"hm-kaggle-0630323040",2,"Regular Printed tee 9.99 B2","H&M","Tops",243
"hm-kaggle-0630323041",2,"Regular Printed tee 9.99 B2","H&M","Tops",244
"hm-kaggle-0630324002",2,"Petra dress","H&M","Dresses",245
"hm-kaggle-0630324003",2,"Petra dress","H&M","Dresses",246
"hm-kaggle-0630324004",2,"Petra dress","H&M","Dresses",247
"hm-kaggle-0630325001",2,"Regular Printed tee 9.99 B3","H&M","Tops",248
"hm-kaggle-0630325002",2,"Regular Printed tee 9.99 B3","H&M","Tops",249
"hm-kaggle-0630325004",2,"Regular Printed tee 9.99 B3","H&M","Tops",250
"hm-kaggle-0630325006",2,"Regular Printed tee 9.99 B3","H&M","Tops",251
"hm-kaggle-0630325008",2,"Regular Printed tee 9.99 B3","H&M","Tops",252
"hm-kaggle-0630325009",2,"Regular Printed tee 9.99 B3","H&M","Tops",253
"hm-kaggle-0630325010",2,"Regular Printed tee 9.99 B3","H&M","Tops",254
"hm-kaggle-0630325012",2,"Regular Printed tee 9.99 B3","H&M","Tops",255
"hm-kaggle-0630325013",2,"Regular Printed tee 9.99 B3","H&M","Tops",256
"hm-kaggle-0630325022",2,"Regular Printed tee 9.99 B3","H&M","Tops",257
"hm-kaggle-0630325023",2,"Regular Printed tee 9.99 B3","H&M","Tops",258
"hm-kaggle-0630325024",2,"Regular Printed tee 9.99 B3","H&M","Tops",259
"hm-kaggle-0630325027",2,"Regular Printed tee 9.99 B3","H&M","Tops",260
"hm-kaggle-0630325030",2,"Regular Printed tee 9.99 B3","H&M","Tops",261
"hm-kaggle-0630326001",2,"Nate tee","H&M","Tops",262
"hm-kaggle-0630326002",2,"Nate tee","H&M","Tops",263
"hm-kaggle-0630339001",2,"Daphne Dress","H&M","Dresses",264
"hm-kaggle-0630339002",2,"Daphne Dress","H&M","Dresses",265
"hm-kaggle-0630384001",2,"Skinny Altered (1)","H&M","Bottoms",266
"hm-kaggle-0630384002",2,"Skinny Altered","H&M","Bottoms",267
"hm-kaggle-0630438002",2,"Lily","H&M","Tops",268
"hm-kaggle-0630438003",2,"Lily","H&M","Tops",269
"hm-kaggle-0630485001",2,"FOREST roundneck cashmere","H&M","Tops",270
"hm-kaggle-0630657002",2,"Edwin Monkstrap Shoe","H&M","Shoes",271
"hm-kaggle-0630657004",2,"Edwin Monkstrap Shoe","H&M","Shoes",272
"hm-kaggle-0630657006",2,"Edwin Monkstrap Shoe","H&M","Shoes",273
"hm-kaggle-0630659001",2,"Milton shoe","H&M","Shoes",274
"hm-kaggle-0630659002",2,"Milton shoe","H&M","Shoes",275
"hm-kaggle-0630659005",2,"Milton shoe","H&M","Shoes",276
"hm-kaggle-0630675001",2,"6p Claw","H&M","Accessories",277
"hm-kaggle-0630675002",2,"6p Claw","H&M","Accessories",278
"hm-kaggle-0630777001",2,"Relaxed Tee","H&M","Tops",279
"hm-kaggle-0630777002",2,"Relaxed Tee","H&M","Tops",280
"hm-kaggle-0630777003",2,"Relaxed Tee","H&M","Tops",281
"hm-kaggle-0630777004",2,"Relaxed Tee","H&M","Tops",282
"hm-kaggle-0630777006",2,"Rich Tee","H&M","Tops",283
"hm-kaggle-0630777007",2,"Rich Tee","H&M","Tops",284
"hm-kaggle-0630777008",2,"Rich Tee","H&M","Tops",285
"hm-kaggle-0630777009",2,"Rich Tee","H&M","Tops",286
"hm-kaggle-0630777010",2,"Rich Tee","H&M","Tops",287
"hm-kaggle-0630777012",2,"Rich Tee","H&M","Tops",288
"hm-kaggle-0630777013",2,"Rich Tee","H&M","Tops",289
"hm-kaggle-0630777015",2,"Rich Tee","H&M","Tops",290
"hm-kaggle-0631340001",2,"W Star top EQ","H&M","Tops",291
"hm-kaggle-0630777016",2,"Rich Tee","H&M","Tops",292
"hm-kaggle-0630777017",2,"Rich Tee","H&M","Tops",293
"hm-kaggle-0630777018",2,"Rich Tee","H&M","Tops",294
"hm-kaggle-0630777024",2,"Rich Tee","H&M","Tops",295
"hm-kaggle-0630781001",2,"Marianne SL NT","H&M","Dresses",296
"hm-kaggle-0630809002",2,"Speed Fika earring","H&M","Jewelry",297
"hm-kaggle-0630809003",2,"Speed Fika earring","H&M","Jewelry",298
"hm-kaggle-0630809007",2,"Speed Fika earring","H&M","Jewelry",299
"hm-kaggle-0630809008",2,"Speed Fika earring","H&M","Jewelry",300
"hm-kaggle-0630811001",2,"P Space SL NT","H&M","Tops",301
"hm-kaggle-0630823001",2,"OLIVE LINEN TEE","H&M","Tops",302
"hm-kaggle-0630823002",2,"OLIVE LINEN TEE","H&M","Tops",303
"hm-kaggle-0630823003",2,"OLIVE LINEN TEE","H&M","Tops",304
"hm-kaggle-0630823004",2,"OLIVE LINEN TEE","H&M","Tops",305
"hm-kaggle-0630823005",2,"OLIVE LINEN TEE","H&M","Tops",306
"hm-kaggle-0630823007",2,"OLIVE LINEN TEE","H&M","Tops",307
"hm-kaggle-0630864001",2,"Bandana scarf","H&M","Accessories",308
"hm-kaggle-0630864003",2,"Bandana scarf","H&M","Accessories",309
"hm-kaggle-0631109002",2,"Lance shirt","H&M","Tops",310
"hm-kaggle-0631109003",2,"Lance shirt","H&M","Tops",311
"hm-kaggle-0631109004",2,"Lance shirt","H&M","Tops",312
"hm-kaggle-0631109005",2,"Lance shirt","H&M","Tops",313
"hm-kaggle-0631143001",2,"W Camden blouse EQ","H&M","Tops",314
"hm-kaggle-0631197001",2,"Classic Camilla headband","H&M","Accessories",315
"hm-kaggle-0631231002",2,"W Skye jumpsuit EQ","H&M","Jumpsuits/Coveralls",316
"hm-kaggle-0631231003",2,"W Skye jumpsuit EQ","H&M","Jumpsuits/Coveralls",317
"hm-kaggle-0631258001",2,"Clarissa sandalette","H&M","Shoes",318
"hm-kaggle-0631269001",2,"Rose high rise rope","H&M","Bottoms",319
"hm-kaggle-0631269003",2,"Rose high rise rope","H&M","Bottoms",320
"hm-kaggle-0631270001",2,"Lindsey mule","H&M","Shoes",321
"hm-kaggle-0631285004",2,"Rambo runner","H&M","Shoes",322
"hm-kaggle-0631305001",2,"LYKKE jkt","H&M","Tops",323
"hm-kaggle-0631355001",2,"SYLVESTER SHIRT JACKET","H&M","Tops",324
"hm-kaggle-0631356001",2,"MIRISSA tank","H&M","Tops",325
"hm-kaggle-0631381001",2,"Tara mule","H&M","Shoes",326
"hm-kaggle-0631383001",2,"Kitty sling-back pump","H&M","Shoes",327
"hm-kaggle-0631399001",2,"Play Jacket","H&M","Outerwear",328
"hm-kaggle-0631409001",2,"Sixten strap top","H&M","Tops",329
"hm-kaggle-0631409002",2,"Sixten strap top","H&M","Tops",330
"hm-kaggle-0631409003",2,"Sixten strap top","H&M","Tops",331
"hm-kaggle-0631409004",2,"Sixten strap top","H&M","Tops",332
"hm-kaggle-0631418001",2,"Coco ISW 17","H&M","Tops",333
"hm-kaggle-0631418002",2,"Coco ISW 17","H&M","Tops",334
"hm-kaggle-0631418003",2,"Coco ISW 17","H&M","Tops",335
"hm-kaggle-0631418004",2,"Coco ISW 17","H&M","Tops",336
"hm-kaggle-0631418005",2,"Coco ISW 17","H&M","Tops",337
"hm-kaggle-0631418006",2,"Coco ISW 17","H&M","Tops",338
"hm-kaggle-0631425001",2,"ZIP HOOD","H&M","Tops",339
"hm-kaggle-0631427001",2,"Bonnie flowy blouse","H&M","Tops",340
"hm-kaggle-0631427002",2,"Bonnie flowy blouse","H&M","Tops",341
"hm-kaggle-0631427003",2,"Bonnie flowy blouse","H&M","Tops",342
"hm-kaggle-0631429001",2,"Fabian romatic top","H&M","Tops",343
"hm-kaggle-0631429002",2,"Fabian romatic top","H&M","Tops",344
"hm-kaggle-0631441001",2,"Fred","H&M","Tops",345
"hm-kaggle-0631441002",2,"Fred","H&M","Tops",346
"hm-kaggle-0631441004",2,"Fred","H&M","Tops",347
"hm-kaggle-0631441005",2,"Fred","H&M","Tops",348
"hm-kaggle-0631467001",2,"Adrian emb","H&M","Tops",349
"hm-kaggle-0631467002",2,"Adrian emb","H&M","Tops",350
"hm-kaggle-0631470001",2,"Albin blouse","H&M","Tops",351
"hm-kaggle-0631470003",2,"Albin blouse","H&M","Tops",352
"hm-kaggle-0631473001",2,"Repeller shirt CN","H&M","Tops",353
"hm-kaggle-0631486001",2,"Shorts Skate","H&M","Bottoms",354
"hm-kaggle-0631486002",2,"Shorts Skate","H&M","Bottoms",355
"hm-kaggle-0631492002",2,"Ivy","H&M","Tops",356
"hm-kaggle-0631492005",2,"Ivy","H&M","Tops",357
"hm-kaggle-0631492007",2,"Ivy","H&M","Tops",358
"hm-kaggle-0631495001",2,"Easy shorts","H&M","Bottoms",359
"hm-kaggle-0631495002",2,"Easy shorts","H&M","Bottoms",360
"hm-kaggle-0631607001",2,"W Lewis top EQ","H&M","Tops",361
"hm-kaggle-0631629001",2,"Milano","H&M","Outerwear",362
"hm-kaggle-0631632001",2,"Taylor blouse","H&M","Tops",363
"hm-kaggle-0631632002",2,"Taylor blouse","H&M","Tops",364
"hm-kaggle-0631632003",2,"Taylor blouse","H&M","Tops",365
"hm-kaggle-0631632004",2,"Taylor blouse","H&M","Tops",366
"hm-kaggle-0631643001",2,"Viktor","H&M","Tops",367
"hm-kaggle-0631653001",2,"Classic Ally sunglasses","H&M","Accessories",368
"hm-kaggle-0631653005",2,"Ally sunglasses","H&M","Accessories",369
"hm-kaggle-0631653006",2,"Ally sunglasses","H&M","Accessories",370
"hm-kaggle-0631708001",2,"PE Tora Checked Shirt 2","H&M","Tops",371
"hm-kaggle-0631870001",2,"Christer sock runner (1)","H&M","Shoes",372
